Date,Open,High,Low,Close,Adj Close,Volume
2019-01-18,1881.000000,1904.199951,1876.000000,1900.650024,1809.561646,1683728
2019-01-21,1902.000000,1932.000000,1895.449951,1908.699951,1817.225586,2409803
2019-01-22,1907.099976,1918.250000,1890.000000,1901.900024,1810.751587,2457093
2019-01-23,1901.000000,1906.099976,1870.000000,1875.599976,1785.711914,2578169
2019-01-24,1884.800049,1905.250000,1875.000000,1901.550049,1810.418335,1962927
2019-01-25,1902.000000,1935.000000,1901.000000,1920.800049,1828.745850,2327080
2019-01-28,1933.000000,1962.000000,1925.500000,1955.000000,1861.307007,2769033
2019-01-29,1962.000000,1989.050049,1936.650024,1982.750000,1887.726807,2557626
2019-01-30,1979.599976,1989.500000,1954.650024,1981.400024,1886.441528,2429575
2019-01-31,1987.000000,2019.750000,1985.000000,2014.099976,1917.574341,4094319
2019-02-01,2009.500000,2034.750000,1998.099976,2029.949951,1932.664917,3064163
2019-02-04,2029.949951,2055.449951,2023.000000,2050.250000,1951.992065,1590764
2019-02-05,2050.000000,2055.000000,2028.000000,2044.550049,1946.565186,1111404
2019-02-06,2049.899902,2086.850098,2041.050049,2074.800049,1975.365601,1789812
2019-02-07,2074.750000,2097.949951,2067.000000,2082.899902,1983.077026,1339945
2019-02-08,2075.000000,2089.500000,2051.000000,2061.399902,1962.607422,1684474
2019-02-11,2060.000000,2096.000000,2048.899902,2065.899902,1966.891724,1778730
2019-02-12,2070.000000,2070.000000,2018.000000,2051.600098,1953.277466,2422903
2019-02-14,2060.050049,2075.000000,2033.050049,2044.599976,1946.612671,1724085
2019-02-15,2049.000000,2052.000000,2010.949951,2029.699951,1932.426758,1930065
2019-02-18,2037.599976,2041.949951,1962.650024,1970.300049,1875.873657,2942184
2019-02-19,1970.000000,1971.000000,1892.000000,1904.800049,1813.512695,4408554
2019-02-20,1915.000000,1933.800049,1881.300049,1914.750000,1822.985840,4645778
2019-02-21,1914.750000,1940.000000,1897.050049,1914.199951,1822.462158,4683919
2019-02-22,1917.199951,1930.000000,1905.099976,1925.650024,1833.363403,2271955
2019-02-25,1932.500000,1990.000000,1930.500000,1985.150024,1890.011963,2934880
2019-02-26,1984.000000,2045.150024,1972.250000,2038.699951,1940.995361,6453309
2019-02-27,2040.000000,2074.949951,2022.000000,2058.100098,1959.465942,4732082
2019-02-28,2060.000000,2071.350098,1977.599976,1983.449951,1888.393311,8454295
2019-03-01,1995.050049,2005.000000,1980.349976,1995.400024,1899.770630,4148548
2019-03-05,2005.000000,2007.000000,1976.599976,1988.099976,1892.820313,2449622
2019-03-06,1989.300049,2015.000000,1985.050049,1999.599976,1903.769409,2635047
2019-03-07,2005.000000,2024.050049,2000.199951,2013.300049,1916.812866,2539884
2019-03-08,2025.000000,2033.000000,2010.050049,2022.699951,1925.762329,2031071
2019-03-11,2028.900024,2033.000000,2003.650024,2014.800049,1918.240967,3111689
2019-03-12,2014.050049,2024.800049,2003.000000,2012.449951,1916.003540,2658550
2019-03-13,2013.000000,2015.900024,1978.599976,2000.500000,1904.626343,1833163
2019-03-14,2004.949951,2007.800049,1981.000000,1987.400024,1892.154175,1905495
2019-03-15,1998.900024,2068.949951,1991.000000,2039.949951,1942.185547,5184318
2019-03-18,2043.000000,2064.600098,2011.000000,2022.800049,1925.857422,2349915
2019-03-19,2030.000000,2030.000000,1995.099976,2022.800049,1925.857422,2373993
2019-03-20,2028.000000,2044.800049,2000.000000,2015.050049,1918.478882,3091165
2019-03-22,2015.000000,2016.000000,1983.300049,2005.650024,1909.529541,3148149
2019-03-25,2007.800049,2007.800049,1977.199951,1984.250000,1889.155029,2429205
2019-03-26,1984.000000,1994.949951,1958.050049,1982.650024,1887.631714,2316539
2019-03-27,1994.000000,1998.000000,1961.000000,1967.900024,1873.588623,2266166
2019-03-28,1980.000000,2014.599976,1972.800049,2000.300049,1904.435913,4054489
2019-04-01,2010.000000,2039.949951,2008.250000,2031.650024,1934.283325,2095740
2019-04-02,2037.099976,2086.000000,2037.000000,2079.300049,1979.649780,3719663
2019-04-03,2085.000000,2089.600098,2058.100098,2079.300049,1979.649780,2939886
2019-04-04,2078.149902,2079.699951,2007.400024,2014.500000,1917.955200,4397518
2019-04-05,2028.650024,2054.399902,2018.800049,2048.300049,1950.135498,3152103
2019-04-08,2059.000000,2075.000000,2032.699951,2070.750000,1971.509399,2194294
2019-04-09,2070.000000,2098.000000,2057.649902,2091.500000,1991.265137,2690970
2019-04-10,2083.000000,2085.500000,2036.000000,2040.250000,1942.471313,3313062
2019-04-11,2045.000000,2055.000000,2013.650024,2019.500000,1922.715454,3422442
2019-04-12,2038.000000,2039.000000,2007.000000,2014.500000,1917.955200,3198471
2019-04-15,2070.000000,2119.800049,2041.000000,2113.300049,2012.020386,9189201
2019-04-16,2120.000000,2155.949951,2115.550049,2131.800049,2029.633789,5771952
2019-04-18,2149.899902,2155.000000,2114.199951,2150.050049,2047.008789,3413728
2019-04-22,2148.000000,2176.000000,2145.600098,2161.449951,2057.862305,2007135
2019-04-23,2163.000000,2165.500000,2134.050049,2155.050049,2051.769775,2163524
2019-04-24,2158.000000,2195.000000,2156.100098,2183.449951,2078.808594,3003071
2019-04-25,2175.000000,2205.000000,2168.050049,2195.000000,2089.804688,4211526
2019-04-26,2203.000000,2243.949951,2193.149902,2238.550049,2131.267822,2716958
2019-04-30,2238.550049,2266.949951,2230.100098,2260.350098,2152.022949,3488395
2019-05-02,2255.000000,2259.399902,2211.100098,2215.399902,2109.227051,2457699
2019-05-03,2185.000000,2186.050049,2125.000000,2132.000000,2029.823975,3780886
2019-05-06,2110.000000,2165.000000,2108.500000,2157.850098,2054.435059,2891422
2019-05-07,2160.050049,2184.350098,2138.800049,2151.949951,2048.817871,2201698
2019-05-08,2151.000000,2168.000000,2130.399902,2152.850098,2049.675049,1824895
2019-05-09,2145.000000,2184.100098,2136.100098,2172.550049,2068.430664,2264162
2019-05-10,2175.000000,2192.000000,2125.850098,2135.800049,2033.442017,2039633
2019-05-13,2133.000000,2167.000000,2121.649902,2128.750000,2026.729736,1701744
2019-05-14,2135.000000,2159.800049,2072.350098,2092.350098,1992.074463,2456110
2019-05-15,2097.000000,2124.000000,2084.500000,2095.399902,1994.977905,2346876
2019-05-16,2096.000000,2124.000000,2077.050049,2108.750000,2007.688110,1946529
2019-05-17,2112.600098,2135.000000,2090.000000,2095.449951,1995.025879,1947908
2019-05-20,2125.000000,2151.399902,2050.000000,2143.949951,2041.201050,2625116
2019-05-21,2148.050049,2148.699951,2102.550049,2109.750000,2008.640503,1863157
2019-05-22,2110.000000,2121.949951,2075.000000,2081.750000,1981.982056,2595795
2019-05-23,2098.000000,2115.350098,2050.000000,2054.050049,1955.609741,2541294
2019-05-24,2070.000000,2070.000000,2032.250000,2048.000000,1949.849731,2274208
2019-05-27,2054.800049,2068.949951,2040.099976,2055.149902,1956.657104,2329820
2019-05-28,2060.000000,2097.500000,2045.000000,2073.750000,1974.365601,5872979
2019-05-29,2080.000000,2123.699951,2077.100098,2107.550049,2006.546265,3281320
2019-05-30,2123.000000,2156.550049,2114.399902,2146.300049,2043.439087,4971725
2019-05-31,2160.000000,2204.949951,2152.250000,2196.550049,2091.280762,4265370
2019-06-03,2201.000000,2247.649902,2185.649902,2242.300049,2134.837646,3682419
2019-06-04,2224.000000,2224.000000,2175.000000,2183.100098,2095.295166,2408658
2019-06-06,2199.000000,2199.000000,2152.000000,2166.100098,2078.978760,3735467
2019-06-07,2174.000000,2189.800049,2142.100098,2181.750000,2093.999512,2659446
2019-06-10,2196.699951,2235.850098,2185.500000,2231.500000,2141.748291,2080593
2019-06-11,2237.000000,2263.949951,2231.000000,2252.800049,2162.191650,3048937
2019-06-12,2245.000000,2266.899902,2219.000000,2260.899902,2169.966064,2404448
2019-06-13,2264.000000,2285.000000,2243.050049,2254.100098,2163.439697,3320916
2019-06-14,2257.250000,2263.100098,2234.000000,2254.500000,2163.823242,2131408
2019-06-17,2256.000000,2262.000000,2241.449951,2249.199951,2158.736328,1489497
2019-06-18,2244.000000,2260.000000,2231.199951,2250.850098,2160.320557,1877447
2019-06-19,2255.000000,2276.000000,2243.149902,2259.899902,2169.006104,1652817
2019-06-20,2230.000000,2284.000000,2212.000000,2277.949951,2186.330322,2199377
2019-06-21,2285.000000,2292.500000,2242.000000,2249.850098,2159.360840,3871804
2019-06-24,2254.149902,2280.000000,2250.800049,2275.500000,2183.978760,1382424
2019-06-25,2270.000000,2274.449951,2250.500000,2267.800049,2176.588867,1386077
2019-06-26,2265.000000,2266.800049,2250.000000,2254.199951,2163.535400,1762224
2019-06-27,2255.000000,2264.000000,2241.300049,2252.550049,2161.952393,2813464
2019-06-28,2260.000000,2261.949951,2222.500000,2227.199951,2137.621338,2372928
2019-07-01,2235.000000,2255.000000,2206.600098,2239.550049,2149.474609,2769940
2019-07-02,2244.899902,2257.000000,2216.449951,2252.100098,2161.520020,1771746
2019-07-03,2252.199951,2258.800049,2232.000000,2237.649902,2147.650879,1656881
2019-07-04,2234.000000,2252.000000,2230.100098,2242.649902,2152.449951,984140
2019-07-05,2247.000000,2250.000000,2140.000000,2163.100098,2076.099854,4088470
2019-07-08,2149.000000,2188.800049,2132.100098,2175.399902,2087.905029,2788062
2019-07-09,2174.000000,2174.399902,2104.550049,2133.350098,2047.546021,3977224
2019-07-10,2080.000000,2127.850098,2071.300049,2108.199951,2023.407349,6343581
2019-07-11,2128.000000,2129.000000,2086.050049,2102.550049,2017.984985,2400346
2019-07-12,2102.100098,2119.750000,2093.100098,2107.600098,2022.831665,1560725
2019-07-15,2125.000000,2153.600098,2098.000000,2145.699951,2059.399170,2900415
2019-07-16,2126.000000,2132.500000,2100.000000,2106.000000,2026.017212,2735399
2019-07-17,2108.000000,2125.000000,2092.100098,2117.250000,2036.840210,1802969
2019-07-18,2116.199951,2116.199951,2060.000000,2065.949951,1987.488403,3072096
2019-07-19,2077.000000,2097.000000,2062.500000,2076.949951,1998.070435,1953177
2019-07-22,2077.000000,2117.449951,2068.800049,2109.899902,2029.769043,1920167
2019-07-23,2127.899902,2130.000000,2102.399902,2112.449951,2032.222046,3538588
2019-07-24,2110.000000,2120.800049,2076.500000,2096.800049,2017.166504,2413196
2019-07-25,2108.899902,2135.000000,2092.550049,2127.899902,2047.085327,2544464
2019-07-26,2129.800049,2129.800049,2095.000000,2109.050049,2028.951538,1720592
2019-07-29,2110.800049,2142.000000,2103.300049,2130.000000,2049.105469,1647090
2019-07-30,2130.000000,2185.000000,2120.449951,2179.149902,2096.389160,2851672
2019-07-31,2171.750000,2211.699951,2147.149902,2205.699951,2121.930908,3000677
2019-08-01,2200.000000,2217.500000,2166.250000,2180.050049,2097.255127,2375236
2019-08-02,2173.000000,2210.000000,2165.500000,2205.300049,2121.546387,2500816
2019-08-05,2199.899902,2252.250000,2195.600098,2248.600098,2163.201660,3039682
2019-08-06,2232.800049,2251.949951,2211.449951,2214.899902,2130.781006,2885467
2019-08-07,2230.000000,2238.500000,2207.250000,2213.449951,2129.386230,2165362
2019-08-08,2228.899902,2281.000000,2218.899902,2258.100098,2172.340820,2073298
2019-08-09,2260.000000,2267.899902,2241.350098,2246.250000,2160.940918,1744550
2019-08-13,2245.000000,2246.250000,2194.300049,2199.449951,2115.917725,1647281
2019-08-14,2181.100098,2217.850098,2167.399902,2204.399902,2120.679932,1945002
2019-08-16,2241.399902,2241.399902,2143.250000,2165.100098,2082.872803,3755507
2019-08-19,2180.000000,2186.000000,2157.699951,2163.000000,2080.852295,974884
2019-08-20,2172.000000,2205.000000,2166.500000,2186.750000,2103.700439,1843611
2019-08-21,2184.949951,2202.000000,2182.250000,2186.199951,2103.171143,1214408
2019-08-22,2187.000000,2235.649902,2170.000000,2216.000000,2131.839600,2131601
2019-08-23,2214.949951,2259.899902,2213.899902,2247.699951,2162.335449,2826425
2019-08-26,2247.000000,2282.000000,2225.000000,2276.300049,2189.849365,2345475
2019-08-27,2270.000000,2274.850098,2229.000000,2236.500000,2151.561279,3432106
2019-08-28,2240.000000,2252.149902,2216.000000,2239.250000,2154.206543,1294621
2019-08-29,2222.199951,2248.199951,2222.199951,2233.449951,2148.626709,1670652
2019-08-30,2241.000000,2266.000000,2218.000000,2259.600098,2173.783691,2583625
2019-09-03,2270.000000,2296.199951,2236.949951,2251.600098,2166.087646,2545060
2019-09-04,2265.000000,2270.000000,2233.000000,2245.399902,2160.123047,2228092
2019-09-05,2242.199951,2253.649902,2207.300049,2215.300049,2131.166260,2055943
2019-09-06,2216.000000,2233.500000,2192.600098,2197.500000,2114.041992,1890550
2019-09-09,2200.000000,2202.850098,2179.800049,2182.850098,2099.948730,1703945
2019-09-11,2186.000000,2195.000000,2146.550049,2154.000000,2072.194336,2627440
2019-09-12,2155.000000,2165.000000,2120.350098,2133.600098,2052.569092,2118859
2019-09-13,2135.000000,2157.949951,2115.550049,2141.949951,2060.602295,2291174
2019-09-16,2159.949951,2173.399902,2126.399902,2150.000000,2068.346191,2597948
2019-09-17,2154.949951,2156.550049,2105.600098,2122.649902,2042.034912,2796530
2019-09-18,2126.399902,2142.949951,2113.149902,2138.550049,2057.331055,1454663
2019-09-19,2135.000000,2135.800049,2091.000000,2101.949951,2022.120850,1652691
2019-09-20,2104.899902,2129.399902,2057.000000,2065.449951,1987.007446,6941979
2019-09-23,2099.000000,2099.000000,1975.000000,2015.800049,1939.242798,6323401
2019-09-24,2015.000000,2061.000000,2013.000000,2044.699951,1967.045166,4620978
2019-09-25,2065.000000,2092.000000,2060.050049,2088.449951,2009.133667,4002232
2019-09-26,2097.899902,2107.000000,2063.000000,2087.600098,2008.315918,4234281
2019-09-27,2085.000000,2085.199951,2051.399902,2056.149902,1978.060303,2046795
2019-09-30,2061.850098,2104.000000,2060.000000,2099.300049,2019.571655,2620039
2019-10-01,2095.949951,2095.949951,2039.699951,2059.949951,1981.716064,3342877
2019-10-03,2070.000000,2081.149902,2046.150024,2060.250000,1982.004639,2317618
2019-10-04,2060.600098,2087.949951,2054.949951,2079.350098,2000.379761,2163251
2019-10-07,2080.000000,2094.500000,2041.000000,2047.699951,1969.931396,2177916
2019-10-09,2060.000000,2060.000000,2015.500000,2020.099976,1943.379517,2066920
2019-10-10,2028.000000,2039.050049,1997.099976,2004.449951,1928.323853,2881452
2019-10-11,1931.000000,1995.000000,1925.000000,1986.849976,1911.392334,12593069
2019-10-14,1995.000000,2032.750000,1968.000000,2021.000000,1944.245239,3510704
2019-10-15,2032.000000,2047.000000,2022.699951,2037.300049,1959.926392,2261310
2019-10-16,2038.000000,2056.000000,2016.000000,2046.400024,1968.680786,3034082
2019-10-17,2014.000000,2038.000000,1999.300049,2030.949951,1992.769165,3818774
2019-10-18,2037.500000,2063.899902,2025.000000,2057.350098,2018.673096,3087901
2019-10-22,2080.000000,2111.500000,2040.050049,2051.399902,2012.834717,5552505
2019-10-23,2060.000000,2083.850098,2052.500000,2070.100098,2031.183228,2348134
2019-10-24,2084.000000,2099.000000,2061.300049,2082.000000,2042.859497,2798671
2019-10-25,2094.000000,2130.000000,2075.050049,2124.949951,2085.001953,3954245
2019-10-27,null,null,null,null,null,null
2019-10-29,2121.500000,2201.699951,2121.500000,2194.850098,2153.588135,5064173
2019-10-30,2225.000000,2260.000000,2176.850098,2252.800049,2210.448486,5195136
2019-10-31,2250.000000,2284.949951,2237.000000,2269.649902,2226.981934,4879261
2019-11-01,2264.000000,2275.000000,2195.000000,2200.899902,2159.523926,4172620
2019-11-04,2207.000000,2229.199951,2180.899902,2193.949951,2152.704834,2646411
2019-11-05,2197.000000,2211.000000,2169.000000,2201.850098,2160.456299,2693475
2019-11-06,2200.000000,2210.800049,2179.000000,2188.500000,2147.357422,2540719
2019-11-07,2204.500000,2204.500000,2175.199951,2185.350098,2144.266602,1915598
2019-11-08,2189.600098,2189.600098,2124.000000,2129.949951,2089.907959,2788759
2019-11-11,2135.000000,2139.000000,2091.000000,2100.949951,2061.453125,2983768
2019-11-13,2118.000000,2183.800049,2118.000000,2178.600098,2137.643555,3823365
2019-11-14,2187.500000,2200.000000,2146.699951,2196.800049,2155.501221,2995915
2019-11-15,2196.000000,2211.500000,2168.750000,2174.449951,2133.571289,2724180
2019-11-18,2178.399902,2187.750000,2148.750000,2152.600098,2112.132324,1611089
2019-11-19,2153.000000,2154.649902,2105.000000,2108.800049,2069.155762,2975313
2019-11-20,2121.949951,2135.000000,2094.500000,2108.550049,2068.910156,2894129
2019-11-21,2112.000000,2126.600098,2107.399902,2118.100098,2078.281006,2052574
2019-11-22,2097.000000,2107.000000,2060.500000,2071.699951,2032.753174,3742049
2019-11-25,2074.550049,2084.949951,2052.199951,2081.500000,2042.368896,2737010
2019-11-26,2089.850098,2097.899902,2035.050049,2046.650024,2008.173950,6561580
2019-11-27,2052.000000,2071.699951,2046.550049,2054.300049,2015.680298,2907521
2019-11-28,2067.050049,2094.399902,2060.000000,2077.350098,2038.296997,2924429
2019-11-29,2085.000000,2085.000000,2045.800049,2053.250000,2014.650024,2064271
2019-12-02,2060.000000,2067.699951,2016.000000,2021.050049,1983.055298,3809860
2019-12-03,2027.699951,2062.000000,2010.000000,2051.000000,2012.442261,4664774
2019-12-04,2053.000000,2082.000000,2045.500000,2078.500000,2039.425171,3334301
2019-12-05,2083.000000,2126.800049,2068.350098,2121.300049,2081.420654,3902721
2019-12-06,2124.000000,2128.000000,2101.000000,2123.600098,2083.677490,1829461
2019-12-09,2127.949951,2127.949951,2053.500000,2060.449951,2021.714478,2244747
2019-12-10,2060.000000,2060.850098,2003.250000,2012.849976,1975.009399,4520045
2019-12-11,2025.400024,2048.000000,2006.750000,2041.900024,2003.513184,4943024
2019-12-12,2051.100098,2083.649902,1984.000000,2020.900024,1982.908203,7137306
2019-12-13,2023.000000,2077.399902,2007.000000,2071.250000,2032.311401,5711133
2019-12-16,2096.000000,2136.000000,2080.300049,2126.750000,2086.768066,5574177
2019-12-17,2126.500000,2169.000000,2119.000000,2164.949951,2124.250000,6059673
2019-12-18,2174.000000,2203.449951,2153.000000,2167.750000,2126.997314,8251081
2019-12-19,2179.800049,2236.500000,2167.550049,2229.050049,2187.145264,6251505
2019-12-20,2220.000000,2246.699951,2208.250000,2222.899902,2181.110596,5548338
2019-12-23,2210.000000,2241.949951,2210.000000,2231.699951,2189.744873,2247329
2019-12-24,2239.000000,2243.550049,2211.149902,2215.600098,2173.947998,1805896
2019-12-26,2216.399902,2229.000000,2195.199951,2201.949951,2160.554688,1880367
2019-12-27,2208.000000,2226.399902,2176.000000,2198.500000,2157.169434,2720261
2019-12-30,2207.000000,2225.000000,2177.100098,2183.199951,2142.156738,2288830
2019-12-31,2189.000000,2197.000000,2157.449951,2161.699951,2121.061035,1909289
